"NUMBER","DRIVER_NUMBER","LAP_NUMBER","LAP_TIME","S1","S2","S3","KPH","ELAPSED","CLASS","TEAM","AVG_TRACK_TEMP","YEAR","TIRE_TYPE"
27,1,15,163.105,32.945,34.555,95.605,79.5,1671.93,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,16,92.022,37.817,33.84,20.365,140.9,1763.952,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,17,87.627,32.599,34.314,20.714,148,1851.579,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,18,86.967,32.948,33.701,20.318,149.1,1938.546,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,19,86.705,32.556,33.728,20.421,149.5,2025.251,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,20,88.362,33.175,34.475,20.712,146.7,2113.613,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,21,87.573,32.848,34.17,20.555,148.1,2201.186,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,22,87.73,33.172,33.992,20.566,147.8,2288.916,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,23,87.974,32.948,34.232,20.794,147.4,2376.89,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,24,88.25,32.989,34.569,20.692,146.9,2465.14,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,25,88.5,33.543,34.073,20.884,146.5,2553.64,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,26,88.597,32.812,34.751,21.034,146.3,2642.237,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,27,89.508,33.373,34.745,21.39,144.9,2731.745,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,28,87.513,32.898,34.087,20.528,148.2,2819.258,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,29,87.727,32.926,34.196,20.605,147.8,2906.985,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,30,87.421,32.82,33.982,20.619,148.3,2994.406,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,31,89.428,33.514,34.128,21.786,145,3083.834,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
50,1,1,91.581,35.917,35.177,20.487,141.6,91.581,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,2,86.968,32.515,34.164,20.289,149.1,178.549,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,3,86.526,32.342,34.1,20.084,149.9,265.075,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,4,86.436,32.291,33.994,20.151,150,351.511,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,5,86.446,32.315,33.968,20.163,150,437.957,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,6,86.168,32.23,33.932,20.006,150.5,524.125,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,7,86.18,32.29,33.75,20.14,150.5,610.305,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,8,86.799,32.242,33.748,20.809,149.4,697.104,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,9,120.05,48.033,44.963,27.054,108,817.154,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,10,123.068,47.951,38.973,36.144,105.4,940.222,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,11,143.124,58.218,52.041,32.865,90.6,1083.346,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,12,144.931,58.732,53.114,33.085,89.5,1228.277,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,13,148.337,60.195,53.792,34.35,87.4,1376.614,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,14,129.323,48.442,52.898,27.983,100.3,1505.937,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,1,15,160.594,32.649,34.271,93.674,80.7,1666.531,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,16,92.468,38.668,33.509,20.291,140.2,1758.999,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,17,86.699,32.8,33.681,20.218,149.6,1845.698,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,18,86.047,32.394,33.432,20.221,150.7,1931.745,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,19,87.301,32.627,34.414,20.26,148.5,2019.046,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,20,86.692,32.79,33.664,20.238,149.6,2105.738,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,21,86.278,32.471,33.588,20.219,150.3,2192.016,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,22,86.92,32.608,34.053,20.259,149.2,2278.936,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,23,86.384,32.388,33.702,20.294,150.1,2365.32,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,24,87.753,32.604,34.175,20.974,147.8,2453.073,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,25,87.485,32.762,34.2,20.523,148.2,2540.558,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,26,87.082,32.672,33.901,20.509,148.9,2627.64,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,27,87.029,32.626,33.832,20.571,149,2714.669,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,28,87.183,32.634,34.086,20.463,148.7,2801.852,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,29,87.776,32.703,34.009,21.064,147.7,2889.628,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,30,87.246,32.878,33.87,20.498,148.6,2976.874,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
50,2,31,87.422,32.984,33.864,20.574,148.3,3064.296,"Pro","O'Gara Motorsport / Change Racing / USRT",81.37,2022,"Pirelli"
53,1,1,93.202,36.77,35.321,21.111,139.1,93.202,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,2,88.129,33.23,34.379,20.52,147.1,181.331,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,3,87.205,32.77,34.033,20.402,148.7,268.536,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,4,87.045,32.632,34.104,20.309,149,355.581,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,5,86.834,32.632,33.907,20.295,149.3,442.415,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,6,86.833,32.583,33.91,20.34,149.3,529.248,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,7,87.348,32.97,34.002,20.376,148.4,616.596,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,8,88.702,32.896,34.217,21.589,146.2,705.298,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,9,113.398,41.69,45.071,26.637,114.3,818.696,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,10,122.992,48.327,38.649,36.016,105.4,941.688,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,11,143.046,58.256,51.705,33.085,90.6,1084.734,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,12,145.104,58.955,53.117,33.032,89.4,1229.838,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,13,148.551,61.473,52.62,34.458,87.3,1378.389,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,14,129.041,48.445,52.619,27.977,100.5,1507.43,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,15,87.658,32.988,34.094,20.576,147.9,1595.088,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,16,86.614,32.357,33.942,20.315,149.7,1681.702,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,17,87.075,32.648,33.946,20.481,148.9,1768.777,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,18,87.374,32.648,34.121,20.605,148.4,1856.151,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,19,163.731,32.729,34.368,96.634,79.2,2019.882,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,20,93.237,38.127,34.454,20.656,139.1,2113.119,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,21,87.755,32.969,34.163,20.623,147.8,2200.874,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,22,87.695,33.002,34.152,20.541,147.9,2288.569,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,23,87.791,32.86,34.371,20.56,147.7,2376.36,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,24,88.54,33.179,34.585,20.776,146.4,2464.9,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,25,89.984,33.39,35.874,20.72,144.1,2554.884,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,26,89.746,33.294,35.184,21.268,144.5,2644.63,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,27,88.777,33.28,34.692,20.805,146.1,2733.407,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,28,89.783,33.959,34.96,20.864,144.4,2823.19,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,29,88.279,33.354,34.36,20.565,146.9,2911.469,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,30,88.169,33.103,34.338,20.728,147.1,2999.638,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
53,1,31,88.91,33.376,34.677,20.857,145.8,3088.548,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
71,1,1,104.05,45.067,37.389,21.594,124.6,104.05,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,2,88.642,33.265,34.73,20.647,146.3,192.692,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,3,87.273,32.454,34.364,20.455,148.6,279.965,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,4,89.011,33.6,34.385,21.026,145.7,368.976,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,5,87.211,32.868,33.87,20.473,148.7,456.187,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,6,87.199,32.96,34.023,20.216,148.7,543.386,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,7,87.053,32.474,34.227,20.352,148.9,630.439,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,8,88.881,32.858,34.782,21.241,145.9,719.32,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,9,102.833,36.534,40.928,25.371,126.1,822.153,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,10,122.942,49.455,39.598,33.889,105.5,945.095,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,11,142.863,59.88,49.724,33.259,90.8,1087.958,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,12,145.995,60.922,52.125,32.948,88.8,1233.953,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,13,148.245,63.332,51.073,33.84,87.5,1382.198,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,14,127.487,49.209,50.51,27.768,101.7,1509.685,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,15,87.84,32.68,34.65,20.51,147.6,1597.525,"Pro","TPC Racing",81.37,2022,"Pirelli"
71,1,16,88.774,32.374,33.698,22.702,146.1,1686.299,"Pro","TPC Racing",81.37,2022,"Pirelli"
88,1,1,87.921,33.706,34.064,20.151,147.5,87.921,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,2,85.543,32.206,33.371,19.966,151.6,173.464,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,3,85.351,32.136,33.039,20.176,151.9,258.815,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,4,85.096,31.966,33.093,20.037,152.4,343.911,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,5,85.419,32.01,33.292,20.117,151.8,429.33,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,6,85.432,31.986,33.37,20.076,151.8,514.762,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,7,85.891,32.286,33.525,20.08,151,600.653,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,8,85.76,32.117,33.488,20.155,151.2,686.413,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,9,102.333,34.213,42.809,25.311,126.7,788.746,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,10,145.876,41.891,63.842,40.143,88.9,934.622,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,11,144.579,57.739,54.813,32.027,89.7,1079.201,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,12,145.249,56.319,55.852,33.078,89.3,1224.45,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,13,147.804,57.054,57.036,33.714,87.7,1372.254,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,14,131.407,49.057,54.794,27.556,98.7,1503.661,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,15,86.103,32.166,33.679,20.258,150.6,1589.764,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,16,85.6,32.133,33.385,20.082,151.5,1675.364,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,17,86.765,32.234,33.856,20.675,149.4,1762.129,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,1,18,159.484,32.753,34.896,91.835,81.3,1921.613,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,19,93.275,38.588,34.275,20.412,139,2014.888,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,20,87.49,32.849,34.23,20.411,148.2,2102.378,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,21,87.313,32.687,34.065,20.561,148.5,2189.691,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,22,87.165,32.922,33.82,20.423,148.8,2276.856,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,23,87.32,32.717,34.137,20.466,148.5,2364.176,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,24,89.188,33.138,34.548,21.502,145.4,2453.364,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,25,88.937,33.358,34.874,20.705,145.8,2542.301,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,26,89.028,33.196,35.136,20.696,145.6,2631.329,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,27,88.835,33.103,34.98,20.752,146,2720.164,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,28,89.576,33.633,35.145,20.798,144.8,2809.74,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,29,89.277,33.335,35.059,20.883,145.2,2899.017,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,30,89.168,33.243,34.885,21.04,145.4,2988.185,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
88,2,31,90.043,33.6,35.487,20.956,144,3078.228,"Pro","Taurino Racing by D Motorsports",81.37,2022,"Pirelli"
